Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0139808,Male,Yes,0,Not Graduate,No,14542,2451,163,480,1,Semiurban
LP098827,Male,Yes,2,Graduate,No,4895,3947,402,360,1,Urban
LP0107171,Female,Yes,2,Graduate,Yes,7587,1698,342,360,1,Rural
LP0115668,Female,No,0,Graduate,Yes,2414,3598,244,360,1,Urban
LP0118508,Male,No,0,Graduate,No,12456,2748,155,360,1,Urban
LP0110514,Female,Yes,0,Graduate,No,9393,0,194,360,1,Semiurban
LP098315,Male,Yes,2,Not Graduate,Yes,4388,0,509,360,1,Rural
LP0118730,Female,Yes,2,Not Graduate,Yes,5413,4476,258,360,1,Urban
LP0119861,Female,No,3+,Graduate,Yes,2548,1740,536,120,1,Semiurban
LP0122078,Male,Yes,1,Graduate,Yes,12367,2414,379,360,1,Semiurban
LP0107022,Female,No,2,Not Graduate,Yes,12184,4580,333,360,1,Rural
LP0115941,Female,No,0,Graduate,No,11084,0,595,360,1,Semiurban
LP0119611,Male,No,1,Not Graduate,No,15080,2584,440,360,1,Rural
LP099838,Female,Yes,3+,Graduate,No,2871,1909,209,360,0,Semiurban
LP0112339,Female,No,0,Graduate,Yes,10522,0,134,360,1,Urban
LP0109076,Male,Yes,0,Not Graduate,No,14820,0,506,360,1,Semiurban
LP0124022,Female,Yes,0,Not Graduate,Yes,15441,4863,490,360,1,Urban
LP099812,Female,Yes,0,Not Graduate,No,15196,1930,81,120,1,Semiurban
LP0118197,Female,No,2,Graduate,Yes,6434,4883,297,120,1,Rural
LP0124373,Female,Yes,1,Not Graduate,Yes,10558,1835,221,180,1,Urban
LP0123057,Female,No,0,Not Graduate,Yes,1488,3571,340,360,0,Semiurban
LP0124040,Male,Yes,3+,Not Graduate,Yes,8581,4710,280,360,1,Urban
LP0133517,Female,No,0,Not Graduate,Yes,3809,4491,430,360,1,Semiurban
LP0137270,Male,Yes,1,Graduate,No,9834,0,174,360,1,Semiurban
LP0115254,Female,No,0,Graduate,No,4521,4565,280,360,1,Urban
LP0103302,Female,Yes,1,Not Graduate,Yes,8439,2641,202,360,0,Rural
LP0129949,Female,No,0,Graduate,No,3622,2303,236,360,1,Urban
LP0112051,Female,No,0,Not Graduate,Yes,10217,1403,137,360,1,Urban
LP0122233,Female,No,0,Not Graduate,Yes,7832,2087,157,120,1,Urban
LP0116569,Female,Yes,2,Graduate,No,2357,1700,310,360,1,Urban
LP099149,Male,No,1,Not Graduate,No,4084,0,401,360,1,Semiurban
LP0111555,Male,No,0,Graduate,No,13957,2793,462,360,1,Semiurban
LP0122254,Male,Yes,0,Graduate,No,2445,1370,83,360,1,Semiurban
LP0100745,Male,Yes,0,Graduate,No,2472,4233,177,360,1,Semiurban
LP0112454,Female,Yes,0,Graduate,No,4395,0,381,120,1,Semiurban
LP0115182,Female,Yes,3+,Graduate,Yes,11972,4971,435,240,1,Urban
LP0109917,Female,No,0,Graduate,No,15640,2451,119,360,1,Semiurban
LP098103,Female,Yes,0,Graduate,Yes,7767,2058,345,180,1,Urban
LP097708,Male,Yes,2,Graduate,No,12307,4758,187,360,1,Rural
LP0109084,Male,No,0,Graduate,No,14468,3316,529,240,1,Rural
LP0102097,Male,No,0,Graduate,Yes,14596,0,127,360,1,Urban
LP0117180,Male,No,2,Graduate,Yes,15271,0,119,360,1,Urban
LP0103788,Male,No,3+,Not Graduate,Yes,6583,1952,104,360,1,Rural
LP0135160,Male,No,3+,Graduate,Yes,14268,3585,132,360,1,Semiurban
LP097337,Male,No,0,Graduate,No,13751,0,399,180,1,Semiurban
LP0133823,Female,Yes,0,Graduate,Yes,15170,4149,438,360,1,Rural
LP0125624,Female,No,0,Graduate,No,9489,1586,283,360,0,Urban
LP0136554,Male,No,0,Graduate,No,1300,3331,357,360,1,Urban
LP0111565,Female,Yes,0,Not Graduate,Yes,8835,0,282,360,1,Rural
LP0106855,Female,Yes,2,Graduate,No,14468,4507,447,360,0,Rural
LP0129858,Male,Yes,0,Not Graduate,Yes,13431,2201,553,360,1,Urban
LP099538,Female,Yes,2,Graduate,No,8379,1590,504,480,1,Rural
LP0108397,Female,Yes,0,Graduate,No,5202,4543,124,360,1,Semiurban
LP0119291,Male,No,1,Graduate,No,12265,0,448,360,0,Rural
LP0118782,Male,No,0,Not Graduate,No,14495,4329,485,360,0,Urban
LP0129270,Female,No,0,Graduate,No,12071,1338,148,360,1,Rural
LP0133590,Female,Yes,0,Graduate,No,14204,2340,103,360,1,Semiurban
LP0107614,Female,No,0,Not Graduate,No,8332,0,367,360,1,Urban
LP0119485,Female,No,0,Not Graduate,No,7511,1607,579,360,1,Rural
LP0130237,Male,No,1,Graduate,No,5193,4231,142,360,1,Urban
LP0115244,Female,No,0,Not Graduate,No,5321,2929,211,360,1,Rural
LP0103029,Female,Yes,2,Graduate,Yes,15928,3106,173,360,1,Semiurban
LP0112844,Male,Yes,0,Not Graduate,No,14044,3917,502,360,1,Semiurban
LP0112155,Female,No,1,Graduate,No,14838,0,522,180,1,Urban
LP0101607,Male,Yes,0,Not Graduate,No,10993,1316,408,360,1,Semiurban
LP0139112,Male,No,0,Not Graduate,No,9548,0,86,360,1,Urban
LP097590,Male,No,3+,Graduate,No,7122,4149,77,360,1,Semiurban
LP0125489,Male,Yes,3+,Graduate,No,9603,1283,257,360,1,Urban
LP0122444,Male,Yes,0,Graduate,No,3331,3506,448,360,1,Semiurban
LP0102181,Female,Yes,0,Graduate,No,9552,0,225,360,0,Rural
LP0103282,Male,Yes,0,Graduate,No,8132,4577,375,360,0,Urban
LP0108723,Female,Yes,3+,Not Graduate,No,9334,2816,488,360,1,Semiurban
LP0118959,Female,No,0,Graduate,Yes,3006,0,379,360,1,Urban
LP0119184,Female,No,2,Not Graduate,No,4138,2625,450,360,1,Rural
LP0117890,Male,Yes,0,Not Graduate,No,8014,3438,564,360,1,Urban
LP0130671,Female,No,2,Graduate,No,9887,2832,186,360,1,Rural
LP0118444,Male,Yes,0,Not Graduate,No,14353,1530,331,360,1,Rural
LP0139642,Male,Yes,1,Graduate,No,10764,0,83,360,1,Urban
LP0114622,Male,No,0,Graduate,No,14936,0,336,480,1,Urban
LP0124095,Female,No,1,Not Graduate,No,15066,2435,503,360,1,Urban
LP099665,Female,Yes,0,Not Graduate,No,13344,1364,246,360,1,Semiurban
LP0134117,Male,No,0,Graduate,No,1527,4706,530,240,1,Rural
LP0125609,Female,Yes,1,Graduate,No,10981,0,91,360,1,Rural
LP0111107,Male,No,2,Graduate,No,6007,0,439,360,1,Semiurban
LP0126776,Female,No,1,Graduate,Yes,13258,0,344,360,1,Rural
LP0128978,Male,No,0,Graduate,Yes,14214,4327,459,360,1,Rural
LP0120791,Male,Yes,0,Not Graduate,No,6304,2154,69,360,1,Rural
LP0120515,Male,No,0,Not Graduate,No,6423,1964,523,360,1,Rural
LP0134554,Female,Yes,2,Not Graduate,Yes,9929,3320,63,360,1,Semiurban
LP0109621,Male,Yes,0,Not Graduate,Yes,14580,0,457,360,1,Rural
LP0125892,Male,Yes,0,Graduate,No,14742,4862,533,360,1,Semiurban
LP0117349,Female,No,1,Graduate,No,15413,2240,356,360,1,Rural
LP0122729,Female,No,2,Not Graduate,Yes,3185,4555,269,360,0,Semiurban
LP0113426,Male,No,2,Graduate,No,3978,1983,171,360,1,Urban
LP0136428,Female,Yes,0,Not Graduate,No,9166,0,586,360,1,Urban
LP0118111,Female,Yes,0,Graduate,No,15062,0,403,360,1,Urban
LP0103961,Female,No,1,Not Graduate,Yes,3408,2119,147,360,1,Rural
LP0109802,Male,Yes,2,Graduate,No,5206,4304,64,360,1,Semiurban
LP0110587,Female,No,2,Graduate,Yes,6628,4946,235,360,1,Semiurban
LP0120749,Female,No,0,Not Graduate,Yes,10337,1897,461,360,1,Rural
LP0127622,Female,Yes,0,Graduate,No,4661,0,556,360,1,Semiurban
LP0132631,Male,Yes,2,Not Graduate,No,3249,0,536,360,0,Rural
LP0137766,Female,Yes,2,Graduate,Yes,5043,2427,361,240,1,Urban
LP0139907,Male,No,0,Graduate,Yes,5167,4143,223,360,1,Urban
LP0112314,Female,Yes,1,Not Graduate,Yes,10512,3694,140,360,0,Urban
LP096364,Male,Yes,2,Graduate,No,7119,2681,141,120,0,Urban
LP0102762,Male,No,0,Not Graduate,No,2140,4442,433,480,1,Urban
LP0130191,Male,No,0,Not Graduate,No,2018,3410,539,360,1,Rural
LP096713,Female,Yes,0,Not Graduate,Yes,15311,4102,574,360,1,Urban
LP097873,Female,No,1,Not Graduate,Yes,9357,4044,115,360,1,Urban
LP097528,Female,No,2,Graduate,Yes,5187,0,171,360,0,Rural
LP0135370,Male,No,0,Not Graduate,No,9124,4119,469,360,1,Semiurban
LP096306,Female,Yes,1,Not Graduate,No,5460,3899,598,360,1,Semiurban
LP097727,Male,Yes,0,Not Graduate,Yes,11848,0,503,360,1,Rural
LP0116701,Female,No,0,Not Graduate,Yes,12091,3489,417,360,1,Rural
LP098152,Male,No,0,Graduate,No,11162,0,328,360,1,Urban
LP0111937,Female,Yes,0,Graduate,No,14766,4521,481,360,1,Semiurban
LP096594,Male,Yes,0,Graduate,No,13987,2028,328,360,0,Semiurban
LP0107400,Female,No,0,Not Graduate,No,7996,0,471,360,1,Rural
LP0127777,Male,No,0,Not Graduate,No,15760,0,69,360,1,Semiurban
LP0112402,Female,No,0,Graduate,Yes,9503,3313,67,360,1,Semiurban
LP0115309,Male,No,0,Graduate,No,4812,3190,424,360,1,Rural
LP0115613,Male,Yes,0,Graduate,No,9765,4882,222,360,1,Rural
LP096297,Male,Yes,1,Graduate,Yes,10810,3515,444,360,1,Semiurban
LP0102143,Female,No,0,Not Graduate,Yes,8868,4934,578,120,1,Semiurban
LP0101015,Male,Yes,2,Graduate,No,4247,0,271,360,0,Urban
LP0126376,Female,No,0,Not Graduate,No,10576,4049,319,360,1,Semiurban
LP0124723,Female,Yes,1,Not Graduate,Yes,13227,0,287,360,1,Semiurban
LP0137531,Female,Yes,0,Not Graduate,No,15928,3226,210,360,1,Urban
LP0108399,Female,No,2,Graduate,Yes,15738,0,328,360,0,Semiurban
LP0119609,Female,Yes,0,Not Graduate,No,4998,2846,283,360,1,Rural
LP096885,Male,Yes,0,Graduate,Yes,12002,3358,384,360,1,Urban
LP0109417,Male,Yes,2,Graduate,Yes,1762,1661,486,240,1,Urban
LP0113323,Female,No,1,Not Graduate,Yes,3666,1350,599,360,1,Semiurban
LP0133369,Male,No,1,Not Graduate,Yes,11242,2178,230,120,1,Rural
LP0102565,Female,Yes,1,Graduate,Yes,2041,0,184,360,1,Rural
LP0106301,Male,Yes,0,Not Graduate,Yes,10640,4402,368,360,1,Urban
LP0137715,Female,Yes,2,Graduate,Yes,13027,2328,236,360,0,Rural
LP0134922,Male,Yes,0,Graduate,Yes,4573,2355,381,360,1,Rural
LP0107857,Male,Yes,0,Graduate,Yes,2579,4787,323,360,1,Rural
LP0121129,Male,Yes,0,Not Graduate,No,8554,3897,453,360,1,Rural
LP0100961,Male,Yes,2,Graduate,No,8103,4276,588,360,1,Semiurban
LP0113235,Male,Yes,2,Not Graduate,Yes,5275,0,91,360,1,Urban
LP0116244,Male,Yes,0,Graduate,No,1450,1315,222,360,1,Rural
LP0135764,Male,No,0,Graduate,No,9567,2423,499,360,1,Semiurban
LP0106850,Female,Yes,0,Not Graduate,Yes,6980,4424,465,180,0,Urban
LP0123252,Female,No,0,Not Graduate,Yes,13031,0,536,360,1,Semiurban
LP0100391,Male,Yes,2,Graduate,No,6793,4828,76,360,1,Semiurban
LP0101132,Male,No,0,Not Graduate,Yes,12358,3621,204,180,1,Rural
LP097309,Female,Yes,1,Not Graduate,Yes,10725,0,275,360,1,Rural
LP098564,Male,Yes,1,Not Graduate,Yes,8015,4297,387,360,1,Rural
LP0133536,Male,Yes,0,Graduate,No,9520,4147,322,360,1,Rural
LP0133293,Male,Yes,3+,Graduate,Yes,6429,4280,455,360,1,Urban
LP0125404,Male,Yes,0,Not Graduate,Yes,4278,4493,345,360,1,Semiurban
LP0115879,Female,Yes,0,Graduate,No,14433,2933,338,360,1,Semiurban
LP0135327,Male,No,0,Graduate,No,4373,1930,451,360,1,Urban
LP0129622,Female,No,0,Graduate,Yes,2126,1840,230,360,1,Rural
LP0100249,Male,Yes,2,Graduate,No,6584,0,205,360,1,Rural
LP0121244,Male,No,2,Graduate,Yes,15369,1201,361,360,1,Semiurban
LP0128362,Female,No,3+,Not Graduate,No,10561,0,493,240,1,Semiurban
LP0120026,Female,No,1,Graduate,Yes,15616,0,168,120,1,Urban
LP0106487,Male,No,0,Graduate,Yes,11224,4819,512,360,1,Semiurban
LP0106365,Female,No,0,Graduate,No,4573,4322,147,360,1,Rural
LP096200,Male,No,0,Graduate,No,4676,0,79,360,1,Rural
LP0131138,Male,No,2,Not Graduate,Yes,11014,1453,343,360,1,Urban
LP0113802,Female,No,1,Graduate,Yes,10594,3812,547,360,1,Rural
LP0118754,Male,Yes,2,Graduate,No,2402,2524,222,240,1,Semiurban
LP0116214,Female,No,0,Not Graduate,Yes,1961,1786,534,360,1,Rural
LP0115861,Male,No,0,Not Graduate,Yes,4514,1715,541,360,1,Rural
LP098468,Male,Yes,3+,Not Graduate,No,2354,3829,194,360,1,Semiurban
LP0126447,Male,No,0,Graduate,Yes,14333,2014,457,360,1,Semiurban
LP0105385,Male,No,0,Graduate,Yes,15231,4042,535,360,0,Urban
LP099200,Male,No,0,Not Graduate,No,5258,2850,428,360,1,Rural
LP0103313,Female,No,2,Graduate,Yes,7084,0,380,360,1,Semiurban
LP0108955,Female,Yes,0,Graduate,Yes,15605,0,434,360,0,Urban
LP0115537,Female,No,1,Not Graduate,Yes,12891,1518,238,360,1,Semiurban
LP0111859,Male,Yes,0,Not Graduate,No,10100,4086,321,360,1,Urban
LP0107605,Female,Yes,0,Not Graduate,No,2320,4021,120,360,1,Semiurban
LP0131928,Female,Yes,3+,Not Graduate,No,7156,2024,241,360,1,Urban
LP0127255,Female,No,0,Graduate,Yes,5846,3624,205,360,1,Rural
LP0118126,Male,Yes,1,Graduate,No,11247,1556,301,360,1,Semiurban
LP097778,Female,No,1,Not Graduate,Yes,11037,4351,332,360,1,Rural
LP0111517,Female,Yes,1,Not Graduate,Yes,14180,4290,466,360,1,Rural
LP0109494,Male,No,0,Not Graduate,Yes,14070,4676,313,360,1,Rural
LP0129319,Female,Yes,0,Not Graduate,No,5320,4298,147,360,1,Semiurban
LP097252,Female,No,3+,Graduate,No,4061,1877,491,360,1,Rural
LP0131664,Female,No,0,Not Graduate,Yes,9877,2143,146,240,1,Rural
LP0114427,Male,No,2,Not Graduate,Yes,15933,1655,253,360,1,Rural
LP0132180,Male,Yes,2,Not Graduate,No,9058,4397,69,240,1,Urban
LP0132791,Male,Yes,0,Not Graduate,Yes,5430,0,294,360,0,Semiurban
LP0113598,Female,Yes,0,Graduate,No,14741,4888,355,360,1,Semiurban
LP099678,Male,No,1,Graduate,Yes,14855,0,541,360,0,Rural
LP0119556,Female,No,0,Not Graduate,Yes,1781,2512,225,360,1,Semiurban
LP0129110,Male,No,1,Not Graduate,Yes,12610,4843,150,360,1,Semiurban
LP0107939,Male,No,1,Graduate,Yes,7715,0,247,180,1,Urban
LP0121100,Male,Yes,1,Graduate,No,5586,1569,456,360,1,Urban
LP0116095,Male,No,0,Graduate,Yes,3927,4650,349,360,1,Semiurban
LP0116479,Male,Yes,2,Graduate,No,14750,4127,432,360,1,Rural
LP0113017,Male,No,0,Not Graduate,Yes,4849,4687,453,360,1,Semiurban
LP0106160,Female,No,1,Not Graduate,No,7211,4789,108,360,1,Semiurban
LP0128909,Male,No,0,Graduate,No,13710,2377,178,360,1,Urban
LP0114682,Female,No,1,Not Graduate,Yes,2421,2201,468,360,1,Rural
LP0105556,Female,No,1,Graduate,No,8881,3802,430,360,1,Rural
LP0130277,Male,Yes,1,Graduate,Yes,14784,3252,524,360,1,Semiurban
LP098134,Female,Yes,1,Graduate,No,5827,2102,94,360,1,Rural
LP0105729,Female,No,1,Not Graduate,Yes,12414,1538,96,360,1,Rural
LP0138786,Female,Yes,0,Graduate,Yes,11953,2713,459,360,1,Semiurban
LP096961,Female,Yes,0,Not Graduate,No,5873,1828,311,480,1,Urban
LP0131239,Male,No,2,Graduate,Yes,13141,0,506,360,1,Semiurban
LP0132441,Male,No,0,Not Graduate,Yes,3572,0,414,360,1,Rural
LP097720,Male,No,1,Not Graduate,Yes,5964,3425,148,120,1,Urban
LP0107637,Female,No,0,Not Graduate,No,14047,3942,453,360,1,Rural
LP0120079,Female,Yes,0,Not Graduate,No,13152,2828,120,360,1,Semiurban
LP0125050,Female,No,0,Graduate,Yes,4142,4533,340,360,1,Urban
LP0128116,Female,Yes,0,Graduate,Yes,14234,2778,253,480,0,Rural
LP0115585,Female,Yes,1,Not Graduate,Yes,4837,3764,596,360,0,Rural
LP0112754,Male,No,0,Graduate,No,7900,1864,232,360,1,Rural
LP0121042,Female,No,2,Not Graduate,No,15936,2659,111,360,1,Rural
LP0117729,Male,No,0,Not Graduate,No,11744,2989,294,360,1,Rural
LP0119099,Male,No,1,Not Graduate,Yes,9176,2769,600,180,1,Urban
LP0101289,Male,No,2,Graduate,Yes,9408,2504,562,120,1,Urban
LP0119464,Female,No,1,Graduate,Yes,10128,2158,170,360,1,Semiurban
LP0135898,Male,Yes,1,Graduate,No,15639,4914,403,360,1,Urban
LP0133796,Male,No,0,Graduate,Yes,14972,2713,322,180,1,Urban
LP098863,Female,No,0,Not Graduate,Yes,15148,0,293,360,1,Semiurban
LP0118696,Male,Yes,0,Graduate,Yes,7047,0,442,360,1,Urban
LP0120587,Female,No,0,Not Graduate,No,14669,1691,423,360,0,Semiurban
LP0102171,Male,Yes,0,Graduate,Yes,8009,4018,423,360,0,Urban
LP0131461,Male,Yes,0,Graduate,No,9858,0,511,360,1,Urban
LP0113747,Female,No,0,Not Graduate,No,5064,1920,437,360,1,Semiurban
LP0134261,Male,No,2,Graduate,Yes,1868,4143,563,360,1,Urban
LP0137058,Female,Yes,1,Not Graduate,No,5505,3626,159,120,1,Urban
LP0102962,Female,No,2,Not Graduate,Yes,12949,3786,532,360,1,Rural
LP0126567,Female,No,0,Not Graduate,No,1551,4227,361,360,0,Semiurban
LP0132883,Male,Yes,2,Graduate,No,14807,2758,591,360,1,Rural
LP0107091,Female,No,0,Not Graduate,No,11106,0,146,120,1,Rural
LP0101412,Female,Yes,0,Not Graduate,No,4416,1426,76,360,1,Urban
LP0128446,Male,Yes,0,Graduate,No,3315,3758,483,240,1,Rural
LP0135954,Male,Yes,2,Not Graduate,Yes,11446,0,327,360,1,Urban
LP099476,Female,No,1,Not Graduate,Yes,10921,2654,513,360,1,Semiurban
LP0120912,Female,No,0,Graduate,Yes,9739,3272,562,360,1,Semiurban
LP099782,Male,Yes,0,Graduate,No,13104,4892,505,240,1,Rural
LP0139856,Female,Yes,1,Graduate,No,1426,2611,398,360,1,Urban
LP0107924,Male,No,0,Not Graduate,No,3735,3500,277,360,0,Urban
LP0102950,Female,Yes,0,Graduate,No,11349,2409,128,360,0,Rural
LP097109,Female,Yes,1,Not Graduate,No,13669,1606,433,360,1,Semiurban
LP096684,Female,No,0,Not Graduate,Yes,11568,4729,538,360,1,Rural
LP0123331,Male,Yes,0,Graduate,Yes,13128,2260,231,360,0,Semiurban
LP0113169,Female,Yes,2,Not Graduate,No,14758,3195,544,360,1,Urban
LP096445,Female,No,0,Graduate,Yes,3405,2902,589,360,0,Rural
LP0103813,Male,No,3+,Graduate,No,5772,0,249,360,1,Semiurban
LP0134713,Female,No,0,Graduate,Yes,15125,1579,149,360,1,Semiurban
LP0112101,Male,No,1,Graduate,Yes,4029,3955,377,360,1,Rural
LP0105864,Male,No,1,Not Graduate,Yes,8021,4440,446,360,0,Semiurban
LP0116250,Female,Yes,0,Graduate,Yes,2910,4787,537,360,0,Rural
LP0111381,Female,Yes,1,Not Graduate,Yes,2520,4029,281,360,1,Rural
LP0122048,Male,Yes,1,Not Graduate,Yes,13242,4130,230,360,0,Semiurban
LP0120090,Male,Yes,0,Graduate,No,14287,0,259,360,1,Urban
LP096233,Female,No,0,Graduate,No,7790,0,308,360,1,Urban
LP0127193,Female,No,1,Not Graduate,Yes,4948,1792,223,120,1,Rural
LP0108729,Female,Yes,0,Not Graduate,No,3513,1702,385,360,1,Urban
LP0133342,Female,Yes,3+,Graduate,Yes,6850,1938,157,360,1,Rural
LP0114261,Male,No,0,Graduate,Yes,15772,2512,458,360,1,Semiurban
LP0127498,Female,No,1,Not Graduate,Yes,5372,0,319,120,1,Urban
LP0135261,Female,Yes,0,Not Graduate,Yes,5527,0,383,360,1,Rural
LP0121777,Female,No,0,Not Graduate,Yes,14739,4354,560,360,1,Urban
LP0112074,Male,Yes,0,Graduate,No,11909,3408,128,360,1,Semiurban
LP0137257,Female,Yes,0,Not Graduate,Yes,14148,2574,492,360,1,Semiurban
LP099154,Male,Yes,2,Graduate,Yes,3663,3697,72,240,1,Urban
LP098594,Female,No,0,Graduate,Yes,2470,2069,467,360,1,Semiurban
LP0124191,Female,No,2,Not Graduate,Yes,7380,0,203,360,1,Rural
LP0132505,Male,No,0,Graduate,Yes,10342,0,215,360,1,Semiurban
LP0100388,Female,Yes,1,Graduate,Yes,9690,1517,515,240,1,Rural
LP0113120,Male,Yes,0,Not Graduate,No,13141,4186,226,360,1,Rural
LP0125855,Female,Yes,1,Not Graduate,Yes,11642,2963,184,360,1,Rural
LP0137072,Female,Yes,1,Graduate,No,13833,4103,375,360,1,Semiurban
LP0103362,Male,Yes,2,Graduate,No,5462,0,137,360,1,Rural
LP0126479,Female,Yes,0,Not Graduate,No,2305,0,147,360,1,Semiurban
LP0121537,Female,No,1,Graduate,Yes,6387,2950,482,360,1,Urban
LP0135422,Male,Yes,0,Graduate,Yes,12148,4945,542,360,1,Urban
LP0126145,Male,Yes,0,Graduate,No,15673,0,217,360,1,Urban
LP099405,Female,Yes,2,Graduate,Yes,10385,0,338,360,1,Rural
LP0111569,Male,No,2,Not Graduate,No,4928,4719,262,360,1,Urban
LP096859,Female,Yes,0,Graduate,Yes,8186,0,455,180,1,Urban
LP099017,Male,Yes,0,Graduate,No,15635,1251,212,120,1,Urban
LP098194,Male,No,1,Not Graduate,No,2799,1796,228,360,1,Rural
LP0130853,Female,Yes,2,Graduate,No,7011,3425,341,360,0,Urban
LP0117287,Male,Yes,2,Not Graduate,No,13551,4928,124,360,1,Rural
LP0121654,Male,Yes,0,Not Graduate,No,5602,0,256,240,1,Urban
LP0136759,Male,No,0,Not Graduate,Yes,3791,1929,329,360,1,Semiurban
LP0106536,Male,Yes,0,Not Graduate,No,3509,3884,392,360,1,Rural
LP098712,Female,No,2,Graduate,Yes,3261,1696,147,360,1,Semiurban
LP0128291,Male,Yes,0,Graduate,No,10645,3204,529,360,1,Rural
LP0118002,Female,Yes,0,Graduate,Yes,5404,3102,214,360,1,Urban
LP0130644,Female,Yes,1,Graduate,No,3631,0,566,360,1,Rural
LP0104869,Female,Yes,0,Not Graduate,No,11644,4744,572,360,1,Rural
LP0117343,Male,No,1,Graduate,No,13925,0,483,360,0,Semiurban
LP097198,Male,No,0,Not Graduate,Yes,7561,1804,529,360,1,Rural
LP0137589,Female,Yes,0,Graduate,No,1880,1621,531,360,1,Urban
LP0129335,Female,No,0,Graduate,Yes,15560,1458,224,360,1,Rural
LP0117167,Male,No,1,Not Graduate,Yes,6743,0,218,360,1,Semiurban
LP0134727,Male,Yes,1,Not Graduate,No,5552,0,589,360,0,Semiurban
LP0118264,Male,No,0,Graduate,Yes,8019,0,205,360,1,Urban
LP0123934,Male,Yes,0,Graduate,No,10721,0,291,360,1,Urban
LP0120266,Male,Yes,2,Not Graduate,Yes,15085,4036,83,360,1,Rural
LP0139173,Male,Yes,0,Not Graduate,Yes,2260,3515,289,120,1,Urban
LP0125689,Male,No,0,Not Graduate,No,15131,4253,257,360,1,Urban
LP0106485,Male,Yes,1,Not Graduate,Yes,2608,0,440,360,1,Semiurban
LP0129696,Female,Yes,2,Graduate,No,13705,0,302,120,1,Rural
LP0118393,Female,No,0,Not Graduate,No,9299,0,360,360,0,Urban
LP0138754,Male,No,0,Graduate,No,13155,1293,70,360,0,Rural
LP0115270,Male,Yes,0,Not Graduate,Yes,13502,0,524,360,1,Urban
LP0108616,Male,Yes,2,Graduate,No,3915,3652,546,360,1,Urban
LP0102774,Female,Yes,1,Graduate,No,13169,2487,190,240,1,Semiurban
LP0130577,Female,Yes,0,Graduate,No,4927,0,536,240,1,Urban
LP0101402,Female,Yes,1,Not Graduate,Yes,7613,0,147,360,1,Semiurban
LP0127475,Male,Yes,1,Graduate,Yes,12149,0,320,360,1,Semiurban
LP0111284,Female,Yes,0,Not Graduate,Yes,3391,3438,338,360,1,Urban
LP0114753,Female,Yes,2,Not Graduate,Yes,15330,4593,206,360,1,Rural
LP0136317,Female,Yes,1,Graduate,Yes,13748,2089,258,480,1,Semiurban
LP0112108,Female,No,0,Not Graduate,Yes,3491,0,517,360,1,Rural
LP0139661,Female,Yes,2,Not Graduate,No,13692,3139,238,360,1,Semiurban
LP098304,Female,Yes,0,Not Graduate,Yes,5810,0,451,120,1,Rural
LP0106429,Male,No,0,Graduate,Yes,13127,4283,463,180,1,Urban
LP0123432,Male,No,0,Not Graduate,No,3783,3035,470,360,1,Semiurban
LP0103727,Male,Yes,2,Graduate,Yes,12646,3034,356,360,1,Rural
LP0100627,Male,Yes,2,Not Graduate,Yes,12706,3384,117,360,1,Urban
LP0139802,Male,No,3+,Graduate,Yes,15187,2478,197,360,1,Semiurban
LP0136071,Male,No,1,Not Graduate,No,14761,4721,430,360,1,Rural
LP0104835,Male,No,0,Not Graduate,Yes,8785,3530,178,360,1,Semiurban
LP0125788,Male,No,0,Not Graduate,No,9243,4320,408,360,0,Urban
LP098017,Female,No,1,Not Graduate,Yes,8638,3021,278,360,1,Urban
LP0129090,Female,No,1,Graduate,No,8028,1377,384,360,1,Rural
LP0120797,Female,Yes,2,Not Graduate,Yes,6062,2776,277,360,1,Rural
LP0110744,Female,Yes,1,Graduate,No,14846,2185,488,240,1,Rural
LP0114481,Male,No,0,Not Graduate,No,3913,0,275,360,1,Urban
LP0129728,Male,Yes,2,Not Graduate,No,7323,2018,137,360,1,Semiurban
LP0139349,Male,Yes,0,Graduate,Yes,5754,2702,492,360,1,Rural
LP099779,Male,No,3+,Not Graduate,Yes,10951,3663,347,360,0,Urban
LP0106671,Male,Yes,0,Graduate,Yes,3181,2239,210,360,1,Urban
LP0138840,Female,No,2,Graduate,No,3962,2390,574,360,1,Semiurban
LP0102741,Female,Yes,1,Graduate,Yes,2200,3407,386,360,1,Rural
LP0133572,Male,No,1,Graduate,Yes,12083,2153,157,360,1,Semiurban
LP096470,Female,Yes,2,Not Graduate,No,9357,2070,86,360,1,Semiurban
LP0115173,Female,No,0,Graduate,Yes,14822,4718,128,360,1,Semiurban
LP0118903,Female,Yes,0,Not Graduate,No,7871,2219,213,360,1,Semiurban
LP0107280,Female,Yes,1,Graduate,Yes,6804,3654,421,360,1,Urban
LP0112691,Male,No,0,Graduate,No,4638,3345,420,360,1,Semiurban
LP0121946,Male,No,3+,Not Graduate,Yes,8938,3879,371,360,1,Semiurban
LP0116085,Male,Yes,0,Not Graduate,No,3858,0,586,360,1,Semiurban
LP0100624,Male,No,1,Graduate,Yes,9188,4195,240,360,1,Semiurban
LP0101114,Male,No,0,Graduate,No,15560,0,271,360,1,Rural
LP0104223,Male,No,0,Not Graduate,No,3969,1585,493,360,1,Semiurban
LP0126116,Female,Yes,0,Not Graduate,No,9376,2967,542,120,1,Urban
